"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1636,1625,1648,1109,1099,1116,1327,1311,1341,1601,1581,1617,1870,1862,1890,2167,2135,2200,14957,9495,581
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1749,1730,1768,1189,1172,1208,1378,1360,1400,1639,1602,1658,2020,1980,2060,2454,2415,2500,35586,6361,1250
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1875,1861,1890,1240,1214,1270,1483,1460,1495,1753,1740,1775,2180,2163,2209,2629,2592,2665,35728,7659,1825
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2062,2039,2085,1308,1287,1350,1585,1560,1610,1920,1890,1950,2418,2370,2470,2975,2920,3014,51225,8720,1311
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2221,2202,2239,1425,1400,1456,1692,1670,1712,2085,2055,2110,2618,2590,2661,3199,3130,3252,50539,9673,1881
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2568,2536,2601,1600,1550,1644,1920,1887,1956,2400,2367,2467,3008,2950,3100,3735,3642,3848,25972,4563,1107
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2727,2699,2756,1693,1651,1730,2042,2007,2077,2585,2530,2610,3250,3200,3298,3928,3860,4009,25502,4969,1564
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1133,1128,1138,582,575,585,759,756,769,1026,1006,1027,1369,1363,1376,1803,1703,1821,302,298,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1209,1201,1217,609,608,617,810,805,820,1096,1096,1100,1455,1434,1464,1981,1913,1999,307,293,9
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1522,1514,1530,765,753,820,1044,1043,1047,1407,1396,1413,1868,1845,1882,2414,2313,2418,201,198,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1760,1754,1765,977,968,985,1205,1203,1206,1537,1535,1542,2106,2071,2114,2876,2851,2872,208,196,11
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1750,1737,1763,851,845,862,1181,1165,1198,1486,1463,1489,2162,2143,2178,2724,2599,2725,136,133,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1999,1982,2016,963,962,997,1379,1337,1429,1742,1726,1804,2410,2388,2417,2972,2893,2964,134,131,0
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2204,2095,2314,1357,1250,1600,1730,1600,1879,2220,2116,2383,2602,2430,2775,3118,2858,3200,774,87,106
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2387,2302,2472,1513,1350,1615,1854,1737,1932,2271,2175,2377,2841,2719,3000,3282,3143,3604,743,102,148
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2853,2715,2991,1568,1289,1722,2013,1875,2300,2668,2500,2943,3500,3290,3689,4301,3815,4539,635,74,111
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3102,2993,3211,1681,1518,1905,2294,2122,2467,2975,2861,3073,3624,3488,3745,4599,4182,4774,621,79,171
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3386,3213,3559,1770,1502,2036,2417,2042,2764,3303,2888,3594,4143,3800,4300,4728,4474,5020,323,27,80
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3728,3541,3915,1500,1359,1935,2500,2340,2955,3730,3346,3897,4865,4444,4994,5802,5184,6212,316,31,101
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",952,915,989,671,613,735,745,710,830,938,849,1004,1129,1054,1247,1303,1211,1338,641,295,20
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1143,1113,1173,809,760,859,908,859,992,1105,1077,1171,1343,1315,1453,1514,1479,1617,673,338,22
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1154,1078,1229,818,728,879,909,881,949,1073,1001,1143,1268,1206,1342,1593,1431,1695,1171,501,33
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1309,1273,1346,971,950,1002,1078,1034,1109,1247,1214,1316,1485,1441,1585,1741,1679,1811,1201,547,32
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1501,1467,1536,1026,1014,1076,1187,1114,1333,1374,1359,1585,1808,1719,1839,1949,1844,2130,844,369,24
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1648,1585,1711,1099,1010,1215,1377,1182,1447,1507,1474,1718,1923,1860,2099,2195,2120,2328,832,413,20
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1713,1647,1778,1214,1070,1278,1423,1280,1503,1659,1598,1819,2046,1939,2101,2289,2154,2350,1552,290,54
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1997,1918,2077,1269,1076,1384,1556,1506,1639,1900,1781,2019,2320,2151,2420,2799,2568,3156,1646,334,83
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2246,2120,2372,1365,1291,1623,1689,1620,1870,2146,1961,2258,2698,2300,2850,3481,2850,3761,2174,515,44
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2312,2236,2388,1596,1455,1682,1831,1713,1995,2215,2106,2320,2628,2485,2734,3115,2915,3379,2271,543,70
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2776,2600,2951,1412,1220,1695,1950,1755,2177,2509,2203,2791,3256,3132,3481,4082,3540,4715,1133,230,47
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2839,2698,2979,1870,1636,2068,2232,2055,2364,2639,2480,2787,3336,3064,3456,3959,3578,4300,1167,259,63
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1367,1324,1410,899,891,922,1043,1035,1089,1342,1297,1365,1591,1568,1669,1950,1806,2006,272,227,12
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1406,1400,1413,966,943,986,1103,1075,1153,1338,1300,1362,1699,1658,1700,2050,2050,2056,267,232,12
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1555,1518,1593,1000,983,1067,1136,1124,1166,1340,1315,1549,2013,1929,2050,2234,2158,2338,376,325,8
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1623,1616,1631,1111,1099,1121,1224,1222,1244,1448,1439,1462,2036,2012,2053,2262,2259,2274,363,324,19
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1647,1604,1689,1285,1214,1305,1319,1297,1396,1487,1461,1600,1937,1805,1995,2244,2203,2328,505,370,7
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1823,1799,1847,1377,1353,1438,1610,1610,1636,1717,1703,1749,2000,1974,2023,2468,2460,2496,487,377,23
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1702,1538,1866,958,787,1466,1110,942,1696,1546,1235,1882,1914,1702,2292,2608,1833,3497,246,15,11
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1654,1575,1733,1202,939,1344,1325,1205,1469,1519,1418,1581,1644,1556,1981,2085,1845,3077,251,15,19
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1794,1705,1882,1269,1062,1478,1465,1312,1670,1690,1554,1750,1837,1728,2172,2401,2163,2980,336,42,18
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1955,1853,2057,1270,1152,1503,1585,1334,1681,1843,1745,1998,2247,2082,2407,2609,2471,3167,323,44,35
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2348,2234,2461,1730,1679,2008,1942,1790,2170,2248,2158,2337,2523,2367,2914,3178,2861,3315,208,30,30
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2396,2292,2500,1857,1663,2081,2130,1922,2200,2321,2226,2407,2620,2434,2790,2960,2804,3097,218,32,43
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",993,947,1039,743,725,797,836,775,942,1010,958,1029,1175,1029,1212,1247,1174,1297,58,13,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1028,986,1070,765,707,833,846,796,911,994,917,1073,1198,1115,1227,1364,1249,1385,57,13,19
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1152,1095,1208,898,844,956,980,945,1023,1102,1022,1239,1331,1223,1451,1454,1347,1537,189,48,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1181,1111,1252,884,867,971,995,884,1065,1134,1040,1199,1262,1199,1353,1456,1313,1575,181,49,20
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1313,1283,1342,1102,1013,1131,1157,1131,1225,1267,1236,1318,1459,1327,1507,1572,1557,1649,86,29,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1394,1343,1446,1131,1086,1140,1229,1132,1273,1304,1268,1396,1439,1360,1524,1706,1624,1900,94,28,20
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2071,1941,2202,1303,1178,1460,1550,1418,1696,1971,1755,2150,2503,2429,2952,2985,2679,3229,951,155,39
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2236,2092,2379,1410,1261,1550,1601,1550,1678,2015,1810,2296,2634,2358,3027,3365,3245,3933,962,160,53
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2612,2442,2781,1470,1357,1554,1630,1552,2000,2440,2139,2737,3538,2912,3798,3927,3773,4306,1323,264,42
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2740,2597,2883,1639,1276,1746,2043,1843,2208,2661,2397,2959,3447,3200,3664,4100,3800,4277,1323,293,54
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3154,2933,3374,2046,1533,2369,2462,2247,2677,2911,2694,3350,3691,3500,3990,4390,3919,5441,944,202,38
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3312,3137,3488,1923,1818,2347,2484,2170,2621,3020,2850,3250,3900,3694,4131,4961,4246,5375,952,223,63
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",941,922,960,660,657,661,773,748,793,904,875,925,1080,1060,1109,1278,1180,1421,1432,853,58
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1008,974,1041,714,710,721,841,824,869,978,952,1001,1155,1101,1185,1329,1242,1360,1442,856,67
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1088,1060,1117,740,740,777,876,859,914,1016,988,1052,1202,1162,1282,1532,1456,1630,3050,1846,64
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1156,1131,1180,832,826,869,954,924,973,1111,1071,1134,1298,1242,1346,1575,1512,1665,2990,1876,63
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1475,1454,1495,1018,964,1064,1161,1138,1186,1470,1422,1506,1763,1719,1809,1962,1898,1989,1886,1176,78
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1578,1531,1625,1065,1016,1086,1225,1209,1250,1508,1475,1558,1813,1773,1878,2175,2009,2357,1871,1210,82
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1640,1590,1691,1171,1134,1242,1350,1301,1400,1559,1496,1601,1800,1744,1975,2291,2053,2441,4921,858,124
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1823,1778,1867,1250,1171,1358,1498,1420,1539,1720,1668,1780,2062,1988,2168,2578,2476,2671,4912,984,189
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1964,1889,2038,1313,1214,1459,1557,1509,1666,1920,1793,1980,2250,2108,2449,2771,2597,2896,6901,922,114
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2101,2042,2161,1366,1299,1500,1666,1595,1723,1967,1890,2045,2456,2350,2619,2977,2895,3131,6785,1083,184
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2514,2416,2612,1638,1510,1902,2007,1934,2115,2367,2253,2500,2950,2751,3178,3430,3278,3880,2300,269,107
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2563,2474,2652,1600,1519,1779,1927,1806,1990,2518,2358,2626,3063,2881,3275,3699,3436,3827,2296,314,143
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1108,1087,1128,750,741,773,843,814,877,1076,1071,1096,1256,1240,1271,1569,1448,1649,1218,858,55
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1199,1175,1223,838,820,845,905,890,936,1152,1142,1173,1333,1308,1349,1700,1508,1789,1213,898,47
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1156,1120,1192,801,790,823,896,885,905,1023,1010,1048,1324,1288,1353,1655,1535,1725,2066,1513,50
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1239,1216,1262,905,869,920,1007,991,1024,1143,1129,1155,1400,1370,1418,1667,1577,1771,2116,1647,49
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1437,1402,1472,989,967,1004,1074,1057,1096,1343,1311,1370,1611,1582,1638,2100,1897,2275,713,479,61
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1621,1581,1661,1077,1060,1113,1253,1223,1282,1447,1416,1473,1818,1750,1981,2445,2268,2573,760,553,40
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1814,1774,1855,1130,1063,1193,1398,1330,1495,1769,1720,1830,2075,2015,2140,2550,2410,2688,2857,509,162
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1943,1896,1990,1214,1145,1266,1438,1401,1532,1825,1768,1900,2300,2170,2390,2780,2689,2830,2880,657,233
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2083,2015,2151,1225,1179,1371,1538,1423,1652,1931,1826,2040,2439,2350,2650,3224,3063,3330,4073,633,122
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2266,2212,2320,1481,1400,1562,1723,1672,1811,2183,2110,2279,2661,2580,2720,3123,3033,3400,4013,825,164
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2521,2434,2609,1700,1628,1768,1809,1752,1951,2350,2199,2519,3055,2761,3261,3614,3484,3980,1483,185,86
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2866,2766,2966,1644,1572,1819,2104,1920,2188,2779,2551,2998,3514,3322,3662,4150,3990,4397,1467,264,122
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",926,908,944,704,688,710,771,755,782,861,841,871,1047,1014,1089,1321,1241,1430,340,263,18
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",998,965,1031,689,669,719,802,784,827,962,929,979,1089,1078,1140,1412,1303,1531,331,255,20
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1041,1021,1061,749,725,799,865,841,883,953,930,990,1124,1091,1214,1486,1379,1550,917,631,20
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1150,1137,1164,838,837,840,964,954,972,1110,1094,1138,1281,1196,1329,1530,1460,1677,924,645,20
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1405,1380,1430,861,814,952,1078,1051,1106,1337,1303,1416,1747,1709,1804,1930,1854,1970,423,296,22
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1533,1513,1553,1014,1004,1042,1222,1179,1266,1455,1401,1533,1813,1770,1869,2054,1988,2162,407,279,19
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1954,1886,2022,1234,1198,1328,1505,1437,1583,1881,1760,1973,2300,2194,2546,2758,2630,2872,1355,363,78
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2052,1988,2115,1354,1287,1451,1562,1472,1656,1989,1850,2083,2449,2334,2611,2838,2701,2948,1317,344,96
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2350,2236,2464,1465,1213,1718,1818,1714,1940,2201,2049,2495,2820,2699,3010,3350,3150,3466,1904,416,67
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2502,2408,2597,1647,1487,1717,1861,1778,2006,2442,2250,2570,3013,2901,3084,3566,3418,3701,1819,408,85
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2679,2550,2807,1618,1400,1950,1862,1774,2235,2512,2208,2648,3154,2950,3483,3904,3654,4310,965,189,47
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2858,2724,2992,1691,1600,1997,2055,1910,2369,2709,2532,3049,3528,3241,3870,4203,3990,4564,914,221,53
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1120,1038,1202,797,766,795,836,822,886,890,885,983,1217,1167,1452,1744,1464,2363,617,291,12
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1125,1079,1172,835,793,916,961,936,978,1033,986,1057,1214,1133,1368,1558,1369,1640,671,342,20
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1103,1083,1122,755,749,785,928,890,980,1085,1065,1109,1150,1146,1217,1460,1401,1502,1705,957,23
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1202,1183,1222,820,820,825,1031,1013,1039,1163,1133,1194,1370,1272,1420,1551,1482,1594,1770,1076,27
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1514,1492,1536,1223,1188,1256,1300,1263,1340,1448,1404,1493,1636,1579,1723,1920,1876,1964,977,560,20
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1629,1596,1661,1220,1056,1281,1341,1283,1413,1531,1491,1577,1923,1836,1973,2111,2001,2249,1005,601,23
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1667,1565,1768,1213,1082,1363,1390,1354,1467,1573,1520,1709,1950,1815,2208,2387,2039,2526,1710,278,41
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1843,1771,1915,1221,1137,1360,1470,1410,1592,1768,1690,1916,2189,2078,2329,2575,2300,2771,1675,318,61
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2114,1981,2247,1428,1150,1505,1600,1500,1734,2096,1775,2309,2500,2362,2800,2927,2793,2998,2508,379,45
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2231,2124,2338,1402,1296,1593,1624,1550,1805,2200,1980,2402,2623,2543,2902,3145,2977,3290,2432,387,65
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2667,2563,2772,1581,1482,1967,2130,1969,2355,2669,2500,2797,3022,2897,3410,3808,3500,3900,1465,263,54
